FUNCTIONAL_CLASS_026,Urban,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,YEAR_ADT_030,APPR_WIDTH_MT_032,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,OPERATING_RATING_064,INVENTORY_RATING_066,APPR_ROAD_EVAL_072,TRAFFIC_DIRECTION_102,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,LOWEST_RATING,DECK_AREASQMTS,Latitude,Longitude,PPTIN,TMAXC,TMINC,pc250,scour_critical,waterway_eval,struc_eval,channel_cond,culvert_cond
7,0,1992,2,600,1993,10.4,3,9.5,0,0,88.9,63.8,7,2,0,7,0,800,2033,6,98.8,31.094739,-85.265254,129.5220032,25.7226009,13.1134996,0.0486595,8,7,6,6,1
7,0,1929,2,4180,2000,7.5,2,7.9,0,0,74.8,44.9,8,2,0,16,0,6850,2033,7,59.25,34.27522,-87.305292,135.996994,21.6613998,9.4857502,0.184699,8,6,7,7,1
16,1,1978,4,16128,2001,15.8,3,13,0,0,74,44.5,8,2,0,1,0,26611,2034,6,205.4,33.103102,-87.312788,135.3430023,23.9312992,10.618,0.178131,8,7,6,7,1
8,0,1960,2,100,1995,6.1,3,9.5,8.5,12,74.3,44.6,7,2,0,0,0,174,2035,5,110.2,31.3022,-86.522029,135.8549957,25.5093994,11.7786999,0.0570932,8,9,5,6,0
7,0,2005,2,258,2004,8.5,4,18.2,0,0,61.2,36.7,6,2,0,13,0,305,2038,7,154.7,32.163811,-87.362743,128.246994,24.3628006,11.3964005,0.0981745,8,9,7,7,1
7,0,1950,2,1940,2006,7.3,4,11.7,0,0,46.7,28,8,2,0,5,0,3657,2038,6,85.41,34.241915,-87.052904,133.8869934,21.4818001,9.3546801,0.173371,8,7,6,5,1
6,0,1988,2,3740,2015,13.7,4,18.3,0,0,68.9,41.4,8,2,0,10,0,5236,2035,7,250.71,34.0318,-86.4636,131.7230072,22.0970993,9.8114901,0.162494,8,6,7,7,1
16,1,1981,4,19388,2009,16.2,6,32.3,17.7,18,48.4,29.1,7,2,0,20,0,26463,2030,5,591.09,34.360504,-86.592508,137.875,21.7507,9.7831297,0.166835,8,6,5,7,0
14,1,1955,4,19500,2019,19.2,3,13.4,0,0,88.9,68.5,8,2,0,3,0,24414,2039,6,257.28,33.235838,-86.575946,129.6929932,23.7287006,10.5049,0.156324,8,6,6,6,1
16,1,2004,4,6178,2017,28.7,4,17.7,0,0,88.9,88.9,8,2,0,13,0,16392,2028,6,507.99,34.48081,-87.3916,130.0769958,22.0312996,9.9588604,0.193189,8,7,6,7,1
2,0,1958,2,2080,2013,9.1,4,11.9,0,0,88.9,88.9,8,2,0,19,0,2646,2033,5,108.29,34.08326,-87.30151,138.2310028,22.2698994,9.3253098,0.182218,8,7,5,5,0
1,0,1991,4,10830,2016,21.9,3,6.1,0,0,88.9,88.9,8,2,0,32,1,14117,2038,6,133.59,34.01385,-87.51301,137.6289978,22.3757,9.3667002,0.187467,8,8,6,7,1
7,0,1953,2,135,1989,9.1,4,18.6,0,0,43.2,25.9,6,2,0,20,0,200,2030,7,169.26,33.043765,-86.581208,129.1679993,23.9736996,10.2686005,0.142456,8,5,6,5,1
7,0,1952,2,3093,1992,12.2,3,6.7,0,0,46.4,27.8,8,2,0,20,0,11000,2034,6,81.74,34.294344,-87.152783,133.0310059,21.5501003,9.4707804,0.178332,8,8,6,6,1
7,0,1987,2,1570,2013,12.2,5,17.7,0,0,88.9,58.3,8,2,0,17,0,2140,2033,8,215.94,31.4903,-85.483552,128.9720001,25.0583992,12.5274,0.0541005,8,8,8,8,1
16,1,1978,4,12000,2017,20.1,6,12.5,0,0,99.9,99.9,8,2,0,5,1,12000,2037,7,251.25,33.301204,-88.25504,131.5980072,23.4803009,10.7441998,0.173715,8,8,7,7,1
9,0,2005,2,776,2001,6.1,4,17.5,9,10,66,39.6,5,2,0,0,0,1153,2031,8,166.25,34.555406,-87.37433,128.8619995,21.9235992,9.8739901,0.194725,8,7,8,8,1
7,0,1999,2,760,2015,7.3,4,11.7,11,11,68.7,41.2,8,2,0,10,0,1064,2035,7,131.04,33.54364,-86.572684,125.7870026,22.9757004,10.6047001,0.165759,8,6,7,6,1
19,1,1989,2,1508,2018,6.4,3,7.8,0,0,55.4,33.3,6,2,0,5,0,2110,2038,6,49.92,33.341283,-86.563383,128.6869965,23.5387001,10.2613001,0.160853,8,6,6,6,1
2,0,1934,4,11290,2018,14.8,3,11.6,0,0,39,23.4,8,2,0,17,1,15206,2033,7,171.68,34.39077,-87.14532,129,21.8083,9.6754503,0.179654,8,6,5,7,1
6,0,1988,2,420,2013,12.2,4,11.8,0,0,88.9,62.6,8,2,0,15,0,547,2033,7,143.96,31.181505,-87.403147,155.6410065,25.0860996,12.3385,0.063043,8,7,7,6,1
7,0,1929,2,2680,2013,10.1,3,7,0,0,88.9,70.6,6,2,0,14,0,3610,2033,5,70.7,32.314758,-88.061833,131.904007,24.3624001,11.0396004,0.124115,8,6,5,5,0
6,0,1983,2,15720,2016,12.2,3,12.8,0,0,88.9,88.9,7,2,0,14,1,22008,2036,7,156.16,34.1221,-86.50182,131.9069977,21.8644009,9.7497301,0.163014,8,7,7,7,1
7,0,1967,2,200,2000,8.5,3,13.4,0,0,42.2,25.3,7,2,0,5,0,300,2033,5,113.9,31.15431,-87.372527,154.9640045,25.3493996,12.2221003,0.0621201,5,6,5,7,0
6,0,1993,2,1350,2013,7.3,5,9.8,12.2,12,67.4,40.5,8,2,0,21,0,1818,2033,7,119.56,32.380276,-88.131121,129.7350006,24.3456993,11.0537004,0.130589,8,8,7,6,1
6,0,2016,2,1125,2007,8.7,2,6.6,0,20,77.2,46.3,7,2,0,3,0,1670,2027,8,132.66,34.431653,-87.071622,127.5159988,21.9319992,9.9648304,0.177449,8,7,8,8,1
9,0,1969,2,183,2018,8.5,4,14.6,0,0,73.8,44.3,6,2,0,5,0,250,2038,7,124.1,31.35056,-86.031602,133.4629974,25.1826,12.2339001,0.0542932,8,7,7,7,1
8,0,1975,2,100,1989,8.5,3,6.4,0,0,88.9,71.3,7,2,0,0,0,300,2033,7,54.4,32.4224,-87.403,128.3580017,24.1494007,11.3129997,0.120634,8,7,7,7,1
19,1,1965,2,600,1992,12.2,3,14.9,9.1,9,40.6,24.4,7,2,0,1,0,707,2036,6,135.59,32.2148,-86.15,117.2389984,24.6783009,11.9351997,0.0751028,8,7,6,7,1
9,0,1990,2,150,1986,6.7,3,7.6,0,0,66.6,39.9,8,2,0,5,0,337,2031,7,50.92,34.340093,-87.541881,135.3670044,21.4736004,9.6391201,0.195134,8,7,7,6,1
9,0,1937,2,140,1990,7.9,4,12.5,7.4,8,32.7,23.6,6,2,0,1,0,205,2035,6,98.75,34.561604,-86.311384,128.3090057,21.8834,9.5193901,0.181616,8,6,6,5,1
7,0,1957,2,200,2016,8.5,3,10.1,0,0,35.7,21.3,8,2,0,4,0,297,2036,6,85.85,34.005909,-87.595548,136.878006,22.1700001,9.4535999,0.188364,8,6,6,6,1
8,0,1967,2,250,2003,8.5,3,6.7,0,0,88.9,88.9,8,2,0,5,0,400,2031,7,56.95,32.000058,-86.273572,122.6139984,24.3197994,11.4426003,0.0700769,8,5,7,6,1
19,1,1968,2,500,2018,7.3,3,15.2,0,0,37.3,22.3,6,2,0,10,0,750,2038,6,110.96,33.333,-86.41,127.1149979,24.0851002,9.9202805,0.154447,8,6,6,7,1
8,0,1958,2,200,2006,7.3,3,6.1,9.8,10,55.5,33.3,6,2,0,10,0,200,2037,6,63.44,34.495108,-88.033084,124.935997,22.1578999,9.7488604,0.216497,8,7,6,6,1
19,1,1942,2,338,2017,8.5,2,9.1,7.9,8,22.7,17.2,6,2,0,1,0,507,2037,5,76.44,31.0524,-88.004212,151.8509979,25.1683006,12.8830996,0.0640517,8,8,5,5,0
8,0,2003,2,400,2002,7.9,4,14.6,0,0,65.5,39.3,8,2,0,3,0,440,2031,9,115.34,32.4006,-87.513,129.5509949,24.1019001,11.2876997,0.122612,8,8,9,8,1
7,0,1955,2,440,1993,6.2,3,6.6,12.5,12,76,45.5,7,2,0,12,0,466,2033,7,82.5,31.361743,-86.122089,134.2460022,25.2919998,12.1110001,0.0550448,8,7,7,7,1
1,0,1962,2,10785,2015,7.3,3,7.6,0,0,88.9,88.9,8,1,0,28,1,15099,2035,7,55.48,33.5719,-86.0832,126.3130035,23.3495007,9.6357603,0.149413,8,8,7,7,1
7,0,1999,2,760,2015,7.3,4,11.5,11,11,73.5,44.1,8,2,0,10,0,1064,2035,7,128.8,33.544772,-86.570655,125.7829971,22.9727993,10.5878,0.165691,8,6,7,7,1
7,0,1959,2,340,2001,7.3,5,24.1,0,0,37.6,22.6,7,2,0,50,0,665,2035,6,175.93,33.5803,-87.56274,133.6519928,23.2306004,9.8097095,0.183688,8,6,6,6,1
7,0,1928,2,2520,2013,10.7,3,10.1,0,0,82.2,49.3,7,2,0,15,0,3503,2033,6,108.07,32.060906,-85.414134,115.5889969,24.5776005,11.2660999,0.0641992,8,7,6,6,1
9,0,2014,2,10802,2013,9.8,17,34.6,14,15,41.3,25.9,9,2,0,0,0,6363,2035,9,505.16,34.471143,-86.424424,123.2050018,21.9239006,9.7372999,0.17407,8,9,6,9,1
7,0,1984,2,440,2013,12.8,4,15.2,0,0,70.5,42.3,8,2,0,5,0,606,2033,7,194.56,31.56042,-85.363912,129.5570068,25.0403996,12.4525003,0.0549029,8,8,7,6,1
7,0,1925,2,1440,2013,9.8,3,6.4,0,0,75.9,45.5,8,2,0,23,0,1887,2033,6,62.72,32.555166,-87.490618,129.7689972,24.1977005,11.3473997,0.14027,8,6,6,6,1
7,0,1961,2,555,2009,7.9,4,11.6,7.9,11,88.9,82.3,7,2,0,8,0,320,2033,7,127.6,32.014362,-86.232363,122.2279968,24.3495007,11.4250002,0.0699681,8,7,7,7,1
7,0,1964,2,360,1981,7.9,4,6.6,0,0,88.9,62.7,8,2,0,15,0,420,2030,6,52.14,32.122252,-85.205324,113.6699982,24.5876999,10.9765997,0.0650966,8,6,6,6,1
19,1,1953,2,500,1992,9.1,4,7.9,9.3,9,71.6,42.9,7,2,0,1,0,561,2036,6,73.47,32.1954,-86.1706,117.5360031,24.6553993,11.9160004,0.0747289,8,7,6,7,1
7,0,1984,2,150,1989,8.5,3,12.8,6.1,6,54.1,32.4,7,2,0,1,0,400,2032,6,83.2,32.5718,-87.4012,127.3059998,24.1000996,11.2277002,0.136849,8,7,6,6,1
8,0,1999,2,280,1998,6.7,2,7.5,12.9,13,35.8,21.5,8,2,0,5,0,420,2034,6,100.5,31.013,-87.11,154.8739929,25.5181007,11.9689999,0.0567625,8,8,6,6,1
6,0,1996,2,1150,2013,12.2,3,6.7,12.5,13,54.6,32.7,7,2,0,9,0,1384,2033,6,88.44,32.304122,-87.051992,122.262001,24.2931995,11.9139004,0.0990414,8,7,6,7,1
8,0,1967,2,260,2016,8.5,4,11.9,15.2,15,75,45,9,2,0,4,0,390,2036,5,180.88,33.130647,-85.505063,120.5479965,23.3787003,9.8013697,0.100171,8,8,5,6,0
16,1,1978,4,16128,2001,15.8,3,13,0,0,74,44.5,8,2,0,1,0,26611,2034,6,205.4,33.103102,-87.312788,135.3430023,23.9312992,10.618,0.178131,8,7,6,7,1
9,0,1958,2,155,2008,8.5,3,13.1,0,0,45.9,27.5,6,2,0,7,0,195,2030,6,111.35,33.040458,-85.435531,121.4120026,23.5468006,9.9433098,0.0943938,8,6,6,6,1
19,1,1961,2,500,2017,9.4,3,6.4,9.4,11,52.2,31.3,6,2,0,1,0,700,2037,6,71.68,34.463,-86.3536,125.5250015,21.6070995,9.6314297,0.176533,8,4,6,6,1
19,1,1913,2,580,2019,7.9,3,7,9.1,19,43.5,32.7,7,2,0,1,0,950,2039,6,131.6,33.395855,-85.5058,127.8769989,22.4561005,9.1536999,0.114043,8,7,6,7,1
1,0,1966,5,49500,2013,24.4,4,39.9,0,0,48.1,28.8,7,2,0,21,1,62713,2033,5,973.56,32.161252,-86.210952,118.6760025,24.6329002,11.9707003,0.0741969,8,7,5,6,0
7,0,1952,2,335,2018,7.9,3,9.8,0,0,46.4,27.9,7,2,0,20,0,355,2038,7,77.42,31.594729,-85.263565,131.848999,24.9442005,12.4143,0.0552581,8,6,7,6,1
1,0,1961,2,10590,2015,12.2,3,6.7,0,0,66.9,40.1,8,1,0,27,1,13102,2035,6,81.74,33.5551,-86.1149,126.7559967,23.3654995,9.5778103,0.150064,8,6,6,6,1
7,0,1962,2,300,1997,8.5,3,6.4,0,0,88.9,82.4,8,2,0,10,0,400,2035,8,54.4,33.06038,-87.19567,136.3899994,24.0440006,10.5129004,0.169649,8,8,8,7,1
7,0,1993,2,190,1992,9.1,4,11.9,0,0,88.9,58.9,7,2,0,25,0,280,2039,7,108.29,32.071174,-87.413416,130.0469971,24.5235004,11.3081999,0.0940159,8,8,7,7,1
9,0,1959,2,250,1993,8.5,4,11.6,9.1,9,74.9,44.9,7,2,0,10,0,275,2033,7,105.56,31.534467,-86.2238,131.8820038,25.0431004,11.8331003,0.0589635,8,7,7,6,1
7,0,1951,2,3030,1997,9.1,4,19.5,0,0,41.1,24.6,8,2,0,3,0,5000,2038,6,177.45,34.232049,-86.253,125.2389984,21.5988007,9.8779497,0.172363,8,9,6,7,1
7,0,1996,2,1255,2007,6.7,4,15.8,0,0,88.9,51.7,7,2,0,99,0,1865,2034,7,105.86,31.203905,-85.302675,129.0240021,25.3941994,13.0584002,0.0499534,8,6,7,6,1
1,0,1966,4,29840,2013,24.4,2,20.4,0,0,70.9,42.5,7,2,0,24,0,37805,2033,5,497.76,31.5912,-86.3142,131.7749939,25.1854,11.4970999,0.0608518,5,9,5,6,0
9,0,1974,2,147,1996,6.1,4,7.8,0,0,74.4,44.5,8,2,0,10,0,156,2030,7,47.58,33.512512,-87.475109,139.9389954,23.3202991,10.1389999,0.184126,8,7,7,7,1
2,0,1959,2,5670,2017,22,4,11.3,0,0,88.9,88.9,8,2,1987,24,1,6796,2033,7,248.6,34.36403,-87.27248,132.5579987,21.6112003,9.4333401,0.184845,8,8,7,6,1
7,0,1963,2,1647,2018,6.7,3,13,0,0,42,25.2,6,2,0,48,0,1120,2038,6,87.1,31.495076,-86.325004,132.2400055,25.3393002,11.4853001,0.0590425,8,4,6,6,1
6,0,1992,2,4500,2017,12.2,3,9.8,0,0,88.9,55.8,8,2,0,10,0,6300,2037,7,119.56,33.120777,-86.422898,127.7750015,23.9353008,10.1129999,0.14148,8,6,7,4,1
7,0,1939,2,900,2013,9.8,3,6.7,0,0,58.1,34.8,8,2,0,14,0,1122,2033,6,65.66,32.000652,-86.520656,120.5299988,24.4505997,11.6429996,0.0735664,8,7,6,6,1
7,0,1954,2,600,1998,7.9,3,6.7,0,0,38.4,23,6,2,0,10,0,700,2033,7,52.93,33.063567,-87.575047,135.4980011,23.9909,10.9031,0.204273,8,8,6,6,1
9,0,1984,2,377,2019,5.5,4,11.3,0,0,69.6,41.7,7,2,0,1,0,412,2039,7,62.15,32.514031,-86.035654,119.1640015,23.9848995,11.3025999,0.0851187,8,6,7,6,1
9,0,1967,2,200,2001,8.5,4,13.4,0,0,54,32.4,8,2,0,20,0,392,2035,6,113.9,33.57441,-87.5513,134.3410034,23.2304001,9.8614798,0.183766,8,7,6,6,1
8,0,1992,2,620,1991,8.5,4,11.9,0,0,88.9,59.8,7,2,0,30,0,920,2039,7,101.15,32.062535,-87.50331,131.4080048,24.5009995,11.3992004,0.095582,8,8,7,7,1
19,1,2003,2,6500,2018,8.5,2,9.4,0,0,43.5,32.7,8,2,0,1,0,9100,2038,8,79.9,33.244068,-86.403036,129.1320038,23.9540005,10.0448999,0.148946,8,8,8,7,1
9,0,1935,2,50,2010,7.3,3,6.4,7.4,8,65.4,39.3,4,2,0,0,0,150,2032,6,50.56,34.531362,-88.042324,124.0100021,22.1875992,9.6303396,0.219579,8,6,6,6,1
9,0,1949,2,1275,2015,9.1,3,9.8,9.3,10,48.3,28.9,7,2,0,12,0,1580,2036,7,97.02,33.083,-86.2442,128.3630066,23.3253002,10.2251997,0.129962,8,9,7,7,1
6,0,1994,2,2130,2013,10.7,4,15.2,0,0,88.9,70.4,8,2,0,6,0,2858,2033,7,162.64,31.131698,-85.444368,129.2290039,25.3829002,12.8030996,0.0492155,8,8,7,7,1
7,0,1950,2,210,2016,7.9,3,6.7,0,0,41.8,25,8,2,0,12,0,312,2036,5,52.93,34.003774,-88.020594,133.1450043,22.7311001,9.3778601,0.187289,8,6,5,6,0
6,0,1958,2,460,2003,7.3,3,10.1,0,0,71.3,42.7,8,2,0,5,0,750,2030,7,73.73,32.052997,-86.342732,122.026001,24.5470009,11.8049002,0.0726218,8,6,7,7,1
8,0,1947,2,300,1997,9.1,5,15.2,0,0,82.1,49.3,8,2,0,20,0,400,2034,7,138.32,33.293419,-87.334566,136.621994,23.6657009,10.7945004,0.182957,8,9,7,7,1
9,0,1956,2,610,1993,8.5,3,8.5,0,0,43,25.9,7,2,0,1,0,715,2038,6,72.25,33.572569,-85.380099,127.0139999,21.7763996,8.5741796,0.121449,8,7,6,7,1
7,0,2002,2,1270,2016,11.6,4,17.7,12.2,13,86,51.6,8,2,0,10,0,1700,2038,6,230.1,32.321464,-87.315664,124.4160004,24.2647991,11.4324999,0.108236,8,6,6,7,1
9,0,1980,2,100,2016,11,4,8.5,16.3,16,65.4,39.2,8,2,0,0,0,150,2030,8,138.55,31.121659,-88.40146,152.1380005,25.2495003,12.3449001,0.0675952,8,8,8,8,1
8,0,1964,2,867,2014,8.5,3,7.9,8.7,9,33.7,20.2,7,2,0,2,0,1288,2034,7,72.68,34.574565,-86.483455,126.7559967,21.7453003,9.1655703,0.175118,8,7,5,7,1
7,0,1938,2,4270,1998,7.9,3,11,0,0,69.2,41.5,8,2,0,25,0,6730,2034,7,86.9,33.240637,-88.090716,134.4839935,23.6033993,10.7493,0.19919,8,6,7,7,1
2,0,1959,4,17740,2013,24.4,4,9.1,0,0,88.9,88.9,8,2,0,10,1,22969,2033,5,222.04,31.091332,-85.240876,129.4940033,25.7488003,13.1302004,0.0486272,4,8,5,6,0
9,0,1984,2,650,1992,8.5,3,14.9,8.5,9,61.8,37,6,2,0,1,0,720,2035,7,131.12,34.45032,-86.282855,126.2289963,21.7868996,9.8488798,0.179374,8,7,7,7,1
6,0,1984,2,2990,2013,9.8,3,9.9,0,0,88.9,63.3,8,2,0,23,0,3894,2033,7,97.02,32.052436,-87.532412,132.5879974,24.4846001,11.3873997,0.0956876,8,6,7,6,1
9,0,2002,2,70,2012,7.9,5,9.8,0,0,61.2,36.6,8,2,0,0,0,105,2038,8,77.42,32.50097,-88.28505,126.5390015,24.3299999,11.0064001,0.139355,8,8,8,7,1
9,0,1999,2,190,1989,7.9,4,11.7,10.5,11,67.6,40.6,6,2,0,0,0,280,2028,8,128.7,34.563234,-87.273734,129.7019958,21.9004993,9.6870298,0.190005,8,7,8,6,1
6,0,1941,2,3570,2018,8,3,7.3,0,0,88.9,70.9,8,2,0,20,0,4641,2038,6,58.4,33.2901,-86.2118,126.9489975,23.6392002,9.7818298,0.142781,8,6,6,6,1
8,0,1988,2,150,1988,7.3,3,13.1,0,0,88.9,54.4,6,2,0,20,0,210,2039,7,95.63,32.041881,-87.542536,133.3110046,24.5002003,11.3793001,0.0953424,8,7,7,7,1
1,0,1969,4,51080,2016,23.5,2,6.1,0,0,88.9,88.9,8,2,0,21,1,76620,2036,5,143.35,30.394142,-87.500275,135.2969971,24.9057007,14.3591003,0.0490969,8,6,5,5,0
9,0,1960,2,550,1999,8.5,4,6.7,10.6,11,57.9,34.7,6,2,0,1,0,937,2029,6,74.37,33.504936,-86.185226,127.0830002,23.3174,9.6153498,0.151228,8,7,6,7,1
7,0,2015,2,5146,2014,12.8,4,27.3,14,14,45.8,27.5,7,2,0,6,0,7646,2034,8,382.2,34.45595,-86.523819,132.5540009,21.5226002,9.8002996,0.170881,8,7,6,7,1
9,0,1994,2,45,1994,8.5,4,11.3,12.3,13,75,45,9,3,0,0,0,65,2035,8,144.64,33.040771,-85.230234,119.4349976,23.5058994,10.0397997,0.0900773,8,9,8,8,1
7,0,1982,2,4050,2013,9.1,4,11.3,0,0,70.5,42.3,4,2,0,10,0,4942,2037,7,102.83,32.545088,-87.595202,130.423996,24.2504005,11.4272003,0.145168,8,6,7,6,1
7,0,1989,2,289,1990,8.5,4,15.5,8.8,9,69.6,41.7,6,3,0,15,0,400,2034,6,136.4,32.262058,-85.270143,111.4120026,24.5109997,11.1945,0.0684259,8,7,6,5,1
7,0,1984,2,440,2013,12.8,4,15.2,0,0,70.5,42.3,8,2,0,5,0,606,2033,7,194.56,31.56042,-85.363912,129.5570068,25.0403996,12.4525003,0.0549029,8,8,7,6,1
2,0,1965,5,17030,2016,18.2,3,7.6,0,0,88.9,88.9,8,2,0,14,1,23842,2036,6,138.32,34.1236,-86.53,132.3569946,21.8682003,9.7009401,0.163007,8,8,6,6,1
19,1,1962,2,2029,2009,9.1,3,9.4,9.1,13,87.5,52.5,6,2,0,0,0,3056,2029,5,120.32,34.345304,-86.593228,137.9759979,21.6494007,9.8115196,0.166387,8,5,5,7,0
6,0,1993,2,5460,2013,7.3,5,9.1,0,0,42,25.2,8,2,0,15,0,7354,2033,7,66.43,32.372293,-88.121359,130.0149994,24.3507996,11.0565996,0.129888,8,8,6,7,1
9,0,1984,2,110,1992,7.3,4,9.3,17.1,18,88.9,71.1,5,2,0,1,0,150,2035,7,164.61,34.562063,-86.400749,125.5660019,22.0179996,9.4819498,0.177569,8,8,7,6,1
7,0,2008,2,1520,1999,10.6,2,7.9,0,0,88.9,88.9,8,2,0,10,0,2809,2038,8,83.74,34.363015,-87.024261,127.5360031,21.9559994,9.7920904,0.174211,8,4,8,6,1
9,0,2004,2,60,2018,7.9,0,19.9,0,0,56.1,33.7,8,2,0,3,0,70,2036,8,157.21,34.062555,-87.050728,136.2149963,22.2199993,9.3837299,0.172748,8,8,8,8,1
6,0,1986,2,2151,2013,12.2,3,12.8,0,0,68.3,41,8,2,0,20,0,2802,2033,7,156.16,31.423498,-85.393912,129.7689972,25.1299,12.6218996,0.0529388,8,8,7,7,1
16,1,1936,4,9200,2015,23.2,3,6.4,0,0,72.8,43.6,8,2,1958,15,0,13800,2035,6,148.48,33.090576,-87.315448,135.1060028,23.9468002,10.6240997,0.177603,8,6,6,5,1
7,0,1956,2,570,1988,7.9,4,7.9,13.4,14,80.7,48.4,7,2,0,10,0,889,2034,5,110.6,31.1224,-87.1606,154.3970032,25.4136009,11.9840002,0.0595355,8,7,5,6,0
7,0,1988,2,150,1988,8.5,3,9.8,0,0,88.9,66.4,5,2,0,25,0,210,2039,7,83.3,32.054709,-87.393792,130.8829956,24.4936008,11.3014002,0.092756,8,7,7,8,1
19,1,1969,2,2000,2018,13.4,4,17.7,13.1,22,88.9,60.5,6,2,0,1,0,2500,2038,6,391.17,33.4612,-87.1648,137.7579956,23.7812996,10.4589005,0.180288,8,6,6,5,1
6,0,1929,2,1710,2013,9.1,3,9.4,0,0,88.9,86.3,4,2,1992,20,0,2087,2038,6,85.54,33.351476,-87.590036,133.3710022,23.8514004,10.4067001,0.188786,8,6,6,7,1
19,1,1948,2,1170,2019,7.6,4,7.6,0,0,63.9,38.3,8,2,1991,1,0,1914,2039,7,57.76,34,-85.58,124.9980011,22.3952007,9.3604002,0.176263,8,8,7,7,1
6,0,1940,2,4830,2013,10.7,3,6.7,0,0,88.9,55.2,7,2,0,9,0,5988,2033,6,71.69,32.212349,-87.000726,122.7340012,24.3003006,11.8132,0.0922723,8,6,6,7,1
8,0,1962,2,185,2000,7.3,3,9.4,10.1,11,55,33,6,2,0,5,0,200,2035,6,100.58,31.373,-86.0812,134.3650055,25.4255009,11.8622999,0.0549672,8,5,6,5,1
7,0,1940,2,750,1992,8.5,3,7.3,8.7,9,32.7,23.6,5,2,1982,1,0,1050,2029,6,66.43,34.491926,-86.331364,128.5269928,21.4048996,9.3843699,0.178513,8,6,6,6,1
2,0,1988,2,1500,2013,13.4,4,22.6,0,0,88.9,88.9,8,2,0,28,0,2012,2033,6,302.84,31.424949,-87.532353,141.8600006,25.2213993,11.5426998,0.0710411,8,6,6,6,1
11,1,1966,5,46590,2015,27.4,4,8.5,0,0,88.9,88.9,8,2,0,32,0,69885,2035,6,232.9,33.102232,-87.271557,136.2109985,23.9144993,10.6129999,0.176051,8,6,6,7,1
8,0,1965,2,143,2019,5.5,8,8.2,0,0,43.5,32.7,6,2,0,1,0,163,2039,6,45.1,32.515789,-86.122241,116.5049973,23.9514008,11.3394003,0.0871996,8,8,6,7,1
9,0,1987,2,100,1992,6.1,3,13,0,0,62.1,37.3,8,2,0,0,0,150,2034,8,79.3,31.275684,-88.000833,147.2059937,25.5230999,11.8998003,0.0702718,8,9,8,8,1
2,0,1952,4,14660,2018,13.4,3,13.4,0,0,88.9,88.9,4,2,1974,13,1,18354,2038,6,179.56,33.432298,-87.001452,135.2590027,23.5298004,10.7299995,0.176911,8,6,6,6,1
9,0,1959,2,55,1991,9.8,4,15.2,9.8,10,58.2,34.9,7,2,1988,0,0,75,2033,7,148.96,34.111848,-86.343971,130.8289948,21.7917995,9.9156599,0.165485,8,8,7,6,1
9,0,1987,2,121,2018,9.8,3,6.3,0,0,60.1,36.1,6,2,0,2,0,180,2038,6,61.74,34.290593,-85.581567,128.1600037,22.2311001,8.9773598,0.226832,8,7,6,6,1
17,1,1973,2,1000,2017,8.8,4,17.7,8.8,14,65.3,39.2,7,2,0,1,0,1400,2037,7,240.72,34.4324,-86.343,124.6449966,21.7800999,9.8832197,0.175949,8,7,7,8,1
9,0,1992,2,20,2001,7.3,3,6.7,0,0,88.9,68.6,6,2,0,0,0,39,2035,7,48.91,34.10038,-88.00284,130.7359924,22.7252998,9.39886,0.192293,8,7,7,7,1
2,0,1981,4,14490,2018,21.9,3,6.4,0,0,59.1,35.5,8,2,0,6,0,19211,2033,7,140.16,34.36,-87.023,127.6220016,21.9405003,9.77736,0.174101,8,7,7,7,1
9,0,1951,2,145,2018,7.3,3,6.7,0,0,53.4,32,6,2,0,7,0,200,2037,7,48.91,32.2018,-88.1712,131.1750031,24.7131004,10.8863001,0.113533,8,7,7,7,1
7,0,1953,2,995,2017,6.1,3,9.5,0,0,58.7,35.2,8,2,0,6,0,1479,2037,6,57.95,34.220485,-85.562413,126.3130035,22.5384998,9.21527,0.214907,8,7,6,5,1
7,0,2001,2,4050,2008,12.2,5,20.5,12.8,13,85.1,51.1,8,2,0,5,0,7335,2038,8,274.7,34.315418,-87.045184,130.2769928,21.6107998,9.5143204,0.174172,8,8,8,7,1
12,1,1997,5,22550,2013,18.3,4,15.2,0,0,64.3,38.6,8,2,0,9,1,29197,2035,5,278.16,33.36537,-85.48327,126.5739975,22.7397995,9.3033895,0.111278,8,6,5,6,0
17,1,1964,4,7100,2017,14.6,3,9.4,0,0,67.7,40.6,7,2,0,3,0,9940,2037,6,137.24,34.130484,-86.101804,128.0829926,21.4421005,9.4696598,0.173927,8,7,6,6,1
2,0,1958,2,2890,2015,9.8,4,7.3,0,0,88.9,61.5,8,2,0,25,0,3618,2037,7,71.54,32.430552,-87.171362,125.6500015,24.2320004,11.4837999,0.112217,8,6,7,6,1
8,0,1949,2,520,2007,9.1,3,13.1,0,0,39.4,23.6,7,2,0,6,0,773,2034,6,119.21,31.20271,-85.291446,129.072998,25.3948994,13.0685997,0.0499314,8,6,6,6,1
